Last Name,First Name,Country,Date of birth,Date of birth.1,Date of birth.2,Course type,location,Gender,Swim,distance(m),25m,50m,100m
FOLTAN, Patrik,SVK,,,2004,long,European Junior Championship 2021,,Backstroke,100,,28.26,59.31
KAILA, Aku,FIN,,,2003,long,European Junior Championship 2021,,Backstroke,100,,28.99,59.89
VOGLI, Frenki,ALB,,,2003,long,European Junior Championship 2021,,Backstroke,100,,30,01:00.9
GAETANI, Erika,ITA,,,2004,long,European Junior Championship 2021,,Backstroke,100,,29.7,01:00.7
MOLUH, Mary,FRA,,,2005,long,European Junior Championship 2021,,Backstroke,100,,29.09,01:00.9
SHANAHAN, Katie,GBR,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.07,01:00.9
WEILER SASTRE, Carmen,ESP,,,2004,long,European Junior Championship 2021,,Backstroke,100,,29.75,01:01.5
VANOTTERDIJK, Roos,BEL,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.09,01:01.6
UGRAI, Panna,HUN,,,2004,long,European Junior Championship 2021,,Backstroke,100,,29.97,01:01.8
KURILKINA, Aleksandra,RUS,,,2005,long,European Junior Championship 2021,,Backstroke,100,,29.48,01:02.0
SEIDEL, Lise,GER,,,2006,long,European Junior Championship 2021,,Backstroke,100,,30.15,01:02.8
KURILKINA, Aleksandra,RUS,,,2005,long,European Junior Championship 2021,,Backstroke,100,,29.35,01:01.2
SHANAHAN, Katie,GBR,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.14,01:01.2
MOLUH, Mary,FRA,,,2005,long,European Junior Championship 2021,,Backstroke,100,,29.18,01:01.4
GAETANI, Erika,ITA,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.03,01:01.5
WEILER SASTRE, Carmen,ESP,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.03,01:01.7
VANOTTERDIJK, Roos,BEL,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.1,01:01.8
UGRAI, Panna,HUN,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.18,01:01.8
SEIDEL, Lise,GER,,,2006,long,European Junior Championship 2021,,Backstroke,100,,29.98,01:02.4
BERNAT, Laura,POL,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.78,01:02.4
FONTANA, Chiara,ITA,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.13,01:02.4
DENIZLI, Sudem,TUR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.77,01:02.5
VERDONCK, Fleur,BEL,,,2006,long,European Junior Championship 2021,,Backstroke,100,,30.47,01:02.6
SHARAFUTDINOVA, Nika,UKR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.38,01:02.6
KROEGER, Lina,GER,,,2004,long,European Junior Championship 2021,,Backstroke,100,,29.9,01:03.0
CHMYKHOVA, Elizaveta,RUS,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.14,01:03.5
GOBET, Malika,SUI,,,2004,long,European Junior Championship 2021,,Backstroke,100,,29.97,01:03.5
WEILER SASTRE, Carmen,ESP,,,2004,long,European Junior Championship 2021,,Backstroke,100,,29.93,01:01.4
VANOTTERDIJK, Roos,BEL,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.07,01:01.8
SHANAHAN, Katie,GBR,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.46,01:01.9
UGRAI, Panna,HUN,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.18,01:02.0
GAETANI, Erika,ITA,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.18,01:02.2
BERNAT, Laura,POL,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.75,01:02.2
KURILKINA, Aleksandra,RUS,,,2005,long,European Junior Championship 2021,,Backstroke,100,,29.67,01:02.4
SHARAFUTDINOVA, Nika,UKR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.62,01:02.7
FONTANA, Chiara,ITA,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.59,01:02.9
CHMYKHOVA, Elizaveta,RUS,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.04,01:03.0
KROEGER, Lina,GER,,,2004,long,European Junior Championship 2021,,Backstroke,100,,29.93,01:03.0
DENIZLI, Sudem,TUR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.91,01:03.0
GOBET, Malika,SUI,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.28,01:03.2
MOLUH, Mary,FRA,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.03,01:03.2
SEIDEL, Lise,GER,,,2006,long,European Junior Championship 2021,,Backstroke,100,,30.55,01:03.4
VERDONCK, Fleur,BEL,,,2006,long,European Junior Championship 2021,,Backstroke,100,,31.13,01:03.4
TRENTKIEWICZ, Dominika,POL,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.58,01:03.4
EGGI, Vlada,RUS,,,2007,long,European Junior Championship 2021,,Backstroke,100,,31.32,01:03.4
ZHUKOVA, Evgeniya,UKR,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.57,01:04.3
DECAESSTECKER, Elise,BEL,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.88,01:04.4
PALICKA, Wiktoria,POL,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.8,01:04.5
ERLENDSDOTTIR, Elisabeth,FAR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.6,01:04.7
SOROKINA, Anastasiia,RUS,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.95,01:04.7
CERNADAS GONZALEZ, Ana,ESP,,,2004,long,European Junior Championship 2021,,Backstroke,100,,31.36,01:04.7
MARKOVIC, Jana,SRB,,,2004,long,European Junior Championship 2021,,Backstroke,100,,31.3,01:04.7
EMINOVA BLAZEVSKA, Mia,MKD,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.62,01:04.7
NORBY, Kristine Nilsson,DEN,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.42,01:04.8
SCALISE, Benedetta,ITA,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.23,01:05.1
SALENS, Valerie,SUI,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.8,01:05.1
HINKKA, Aino,FIN,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.06,01:05.2
MARIN, Ioana,ROU,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31,01:05.2
VJESTICA, Mihaela,CRO,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.81,01:05.3
TABOR, Schastine Skifter,DEN,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.64,01:05.5
NYSTRAND, Lisa,SWE,,,2006,long,European Junior Championship 2021,,Backstroke,100,,31.4,01:05.7
VALDMAA, Laura-Liis,EST,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.52,01:05.7
BERANEK, Sophie,AUT,,,2006,long,European Junior Championship 2021,,Backstroke,100,,31.8,01:05.8
JOUHTEN, Helmi,FIN,,,2004,long,European Junior Championship 2021,,Backstroke,100,,32.04,01:05.9
DAHL, Alma Bendix,DEN,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.74,01:06.3
VISMARA, Anna,SUI,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.73,01:06.3
FERNANDES, Carolina Miranda,POR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.55,01:06.4
SPEHAR, Nika,CRO,,,2004,long,European Junior Championship 2021,,Backstroke,100,,32.12,01:06.4
GERIKSONAITE, Patricija,LTU,,,2007,long,European Junior Championship 2021,,Backstroke,100,,32.03,01:06.9
SANTULIANA, Nicole,ITA,,,2005,long,European Junior Championship 2021,,Backstroke,100,,32.04,01:06.9
SAUNDERS, Rachel,GBR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,32.57,01:07.3
KONDRASKAITE, Patricija,LTU,,,2006,long,European Junior Championship 2021,,Backstroke,100,,32.69,01:07.6
YERMISHYNA, Anastasiya,UKR,,,2006,long,European Junior Championship 2021,,Backstroke,100,,32.88,01:08.0
ZEQIRI, Eda,KOS,,,2004,long,European Junior Championship 2021,,Backstroke,100,,32.6,01:08.5
TUZILOVA, Natalie,CZE,,,2005,long,European Junior Championship 2021,,Backstroke,100,,32.18,01:08.9
XHEMOLLARI, Vivian,ALB,,,2006,long,European Junior Championship 2021,,Backstroke,100,,34.23,01:10.1
BEQIRI, Jona,KOS,,,2006,long,European Junior Championship 2021,,Backstroke,100,,35.09,01:11.5
DOGAN, Goeksu,TUR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.44,01:03.5
MOLUH, Mary,FRA,,,2005,long,European Junior Championship 2021,,Backstroke,100,,29.26,01:01.4
SHANAHAN, Katie,GBR,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.51,01:01.8
GAETANI, Erika,ITA,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.24,01:02.0
WEILER SASTRE, Carmen,ESP,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.08,01:02.1
MOLNAR, Dora,HUN,,,2006,long,European Junior Championship 2021,,Backstroke,100,,30.61,01:02.5
KURILKINA, Aleksandra,RUS,,,2005,long,European Junior Championship 2021,,Backstroke,100,,29.74,01:03.3
MARKOVIC, Jana,SRB,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.43,01:03.3
KROEGER, Lina,GER,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.36,01:03.6
MOLUH, Mary,FRA,,,2005,long,European Junior Championship 2021,,Backstroke,100,,29.52,01:01.6
WEILER SASTRE, Carmen,ESP,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.42,01:02.6
MOLNAR, Dora,HUN,,,2006,long,European Junior Championship 2021,,Backstroke,100,,30.49,01:02.7
KURILKINA, Aleksandra,RUS,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.05,01:03.1
SHARAFUTDINOVA, Nika,UKR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,30.92,01:03.3
TRENTKIEWICZ, Dominika,POL,,,2004,long,European Junior Championship 2021,,Backstroke,100,,31.02,01:03.3
FONTANA, Chiara,ITA,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.82,01:03.4
GOBET, Malika,SUI,,,2004,long,European Junior Championship 2021,,Backstroke,100,,31.82,01:03.7
SHANAHAN, Katie,GBR,,,2004,long,European Junior Championship 2021,,Backstroke,100,,31.47,01:03.7
KROEGER, Lina,GER,,,2004,long,European Junior Championship 2021,,Backstroke,100,,30.48,01:03.9
VERDONCK, Fleur,BEL,,,2006,long,European Junior Championship 2021,,Backstroke,100,,31.33,01:04.2
NORBY, Kristine Nilsson,DEN,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.28,01:04.4
DENIZLI, Sudem,TUR,,,2005,long,European Junior Championship 2021,,Backstroke,100,,31.6,01:04.5
MARKOVIC, Jana,SRB,,,2004,long,European Junior Championship 2021,,Backstroke,100,,31.53,01:04.8
JOUHTEN, Helmi,FIN,,,2004,long,European Junior Championship 2021,,Backstroke,100,,31.43,01:05.2
NYSTRAND, Lisa,SWE,,,2006,long,European Junior Championship 2021,,Backstroke,100,,31.36,01:05.3
VALDMAA, Laura-Liis,EST,,,2004,long,European Junior Championship 2021,,Backstroke,100,,31.14,01:05.4
GERIKSONAITE, Patricija,LTU,,,2007,long,European Junior Championship 2021,,Backstroke,100,,31.9,01:06.9
MURPHY, Ryan F,USA,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.39,51.97
XU, Jiayu,CHN,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.26,52.31
PLUMMER, David,USA,,,1985,long,olympics Rio 2016,,Backstroke,100,,25.35,52.4
LARKIN, Mitchell,AUS,,,1993,long,olympics Rio 2016,,Backstroke,100,,25.18,52.43
LACOURT, Camille,FRA,,,1985,long,olympics Rio 2016,,Backstroke,100,,25.78,52.7
RYLOV, Evgeny,RUS,,,1996,long,olympics Rio 2016,,Backstroke,100,,25.92,52.74
IRIE, Ryosuke,JPN,,,1990,long,olympics Rio 2016,,Backstroke,100,,25.87,53.42
GLINTA, Robert,ROU,,,1997,long,olympics Rio 2016,,Backstroke,100,,25.94,53.5
MURPHY, Ryan F,USA,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.58,52.49
PLUMMER, David,USA,,,1985,long,olympics Rio 2016,,Backstroke,100,,25.19,52.5
LARKIN, Mitchell,AUS,,,1993,long,olympics Rio 2016,,Backstroke,100,,25.5,52.7
LACOURT, Camille,FRA,,,1985,long,olympics Rio 2016,,Backstroke,100,,25.29,52.72
XU, Jiayu,CHN,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.5,52.73
RYLOV, Evgeny,RUS,,,1996,long,olympics Rio 2016,,Backstroke,100,,25.68,52.84
IRIE, Ryosuke,JPN,,,1990,long,olympics Rio 2016,,Backstroke,100,,25.92,53.21
GLINTA, Robert,ROU,,,1997,long,olympics Rio 2016,,Backstroke,100,,25.48,53.34
TARASEVICH, Grigory,RUS,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.77,53.46
REID, Christopher,RSA,,,1996,long,olympics Rio 2016,,Backstroke,100,,26.31,53.7
WALKER-HEBBORN, Christopher,GBR,,,1990,long,olympics Rio 2016,,Backstroke,100,,25.88,53.75
GLANIA, Jan-Philip,GER,,,1988,long,olympics Rio 2016,,Backstroke,100,,26.07,53.94
BEAVER, Josh,AUS,,,1993,long,olympics Rio 2016,,Backstroke,100,,26.01,53.95
GUIDO, Guilherme,BRA,,,1987,long,olympics Rio 2016,,Backstroke,100,,25.58,54.16
MAIN, Corey C,NZL,,,1995,long,olympics Rio 2016,,Backstroke,100,,26.46,54.29
RYAN, Shane,IRL,,,1994,long,olympics Rio 2016,,Backstroke,100,,25.94,54.4
LACOURT, Camille,FRA,,,1985,long,olympics Rio 2016,,Backstroke,100,,25.51,52.96
XU, Jiayu,CHN,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.44,53.01
LARKIN, Mitchell,AUS,,,1993,long,olympics Rio 2016,,Backstroke,100,,25.63,53.04
MURPHY, Ryan F,USA,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.86,53.06
PLUMMER, David,USA,,,1985,long,olympics Rio 2016,,Backstroke,100,,25.48,53.19
RYLOV, Evgeny,RUS,,,1996,long,olympics Rio 2016,,Backstroke,100,,25.77,53.25
BEAVER, Josh,AUS,,,1993,long,olympics Rio 2016,,Backstroke,100,,25.79,53.47
IRIE, Ryosuke,JPN,,,1990,long,olympics Rio 2016,,Backstroke,100,,26.07,53.49
GLINTA, Robert,ROU,,,1997,long,olympics Rio 2016,,Backstroke,100,,25.74,53.51
WALKER-HEBBORN, Christopher,GBR,,,1990,long,olympics Rio 2016,,Backstroke,100,,25.92,53.54
TARASEVICH, Grigory,RUS,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.39,53.65
REID, Christopher,RSA,,,1996,long,olympics Rio 2016,,Backstroke,100,,25.82,53.68
GUIDO, Guilherme,BRA,,,1987,long,olympics Rio 2016,,Backstroke,100,,26.24,53.8
RYAN, Shane,IRL,,,1994,long,olympics Rio 2016,,Backstroke,100,,25.48,53.85
GLANIA, Jan-Philip,GER,,,1988,long,olympics Rio 2016,,Backstroke,100,,25.81,53.87
MAIN, Corey C,NZL,,,1995,long,olympics Rio 2016,,Backstroke,100,,26.18,53.99
ACEVEDO, Javier,CAN,,,1998,long,olympics Rio 2016,,Backstroke,100,,26.61,54.11
CHRISTOU, Apostolos,GRE,,,1996,long,olympics Rio 2016,,Backstroke,100,,26,54.12
HASEGAWA, Junya,JPN,,,1993,long,olympics Rio 2016,,Backstroke,100,,26.23,54.17
GONZALEZ DE OLIVEIRA, Hugo,ESP,,,1999,long,olympics Rio 2016,,Backstroke,100,,26.46,54.18
LI, Guangyuan,CHN,,,1997,long,olympics Rio 2016,,Backstroke,100,,26.28,54.36
ZHENG WEN, Quah,SGP,,,1996,long,olympics Rio 2016,,Backstroke,100,,26.34,54.38
KAWECKI, Radoslaw,POL,,,1991,long,olympics Rio 2016,,Backstroke,100,,26.3,54.39
RAPSYS, Danas,LTU,,,1995,long,olympics Rio 2016,,Backstroke,100,,26.22,54.4
BALOG, Gabor,HUN,,,1990,long,olympics Rio 2016,,Backstroke,100,,26.27,54.48
POLEWKA, Tomasz,POL,,,1994,long,olympics Rio 2016,,Backstroke,100,,25.89,54.52
TOUMARKIN, Yakov Yan,ISR,,,1992,long,olympics Rio 2016,,Backstroke,100,,26.4,54.66
SABBIONI, Simone,ITA,,,1996,long,olympics Rio 2016,,Backstroke,100,,26.21,54.91
TSMYH, Mikita,BLR,,,1997,long,olympics Rio 2016,,Backstroke,100,,25.98,54.97
WON, Youngjun,KOR,,,1998,long,olympics Rio 2016,,Backstroke,100,,26.89,55.05
SUBIRATS, Albert,VEN,,,1986,long,olympics Rio 2016,,Backstroke,100,,26.68,55.44
STASELOVICH, Viktar,BLR,,,1994,long,olympics Rio 2016,,Backstroke,100,,26.18,55.68
ATAYEV, Merdan,TKM,,,1995,long,olympics Rio 2016,,Backstroke,100,,27.23,56.34
WYNTER, Timothy,JAM,,,1996,long,olympics Rio 2016,,Backstroke,100,,26.99,57.2
VAN DER COLFF, David,BOT,,,1997,long,olympics Rio 2016,,Backstroke,100,,28.05,57.77
LAHRICHI, Driss,MAR,,,1997,long,olympics Rio 2016,,Backstroke,100,,28.21,58.01
ALSAADI, Yaaqoub,UAE,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.21,59.58
BAYUSUF, Hamdan Iqbal,KEN,,,1994,long,olympics Rio 2016,,Backstroke,100,,28.29,01:00.3
AL-KHULAIFI, Noah,QAT,,,1999,long,olympics Rio 2016,,Backstroke,100,,31.48,01:07.5
MURPHY, Ryan F,USA,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.13,51.85
RYLOV, Evgeny,RUS,,,1996,long,olympics Rio 2016,,Backstroke,100,,25.87,52.9
LARKIN, Mitchell,AUS,,,1993,long,olympics Rio 2016,,Backstroke,100,,25.82,53.19
IRIE, Ryosuke,JPN,,,1990,long,olympics Rio 2016,,Backstroke,100,,25.9,53.46
WALKER-HEBBORN, Christopher,GBR,,,1990,long,olympics Rio 2016,,Backstroke,100,,25.86,53.68
GLANIA, Jan-Philip,GER,,,1988,long,olympics Rio 2016,,Backstroke,100,,26.27,54.14
GUIDO, Guilherme,BRA,,,1987,long,olympics Rio 2016,,Backstroke,100,,25.71,54.23
PLUMMER, David,USA,,,1985,long,olympics Rio 2016,,Backstroke,100,,25.36,52.7
XU, Jiayu,CHN,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.89,53.45
LARKIN, Mitchell,AUS,,,1993,long,olympics Rio 2016,,Backstroke,100,,26.05,53.53
TARASEVICH, Grigory,RUS,,,1995,long,olympics Rio 2016,,Backstroke,100,,25.63,53.54
IRIE, Ryosuke,JPN,,,1990,long,olympics Rio 2016,,Backstroke,100,,25.94,53.57
LACOURT, Camille,FRA,,,1985,long,olympics Rio 2016,,Backstroke,100,,25.9,53.68
WALKER-HEBBORN, Christopher,GBR,,,1990,long,olympics Rio 2016,,Backstroke,100,,25.98,53.68
GLANIA, Jan-Philip,GER,,,1988,long,olympics Rio 2016,,Backstroke,100,,25.99,53.86
GUIDO, Guilherme,BRA,,,1987,long,olympics Rio 2016,,Backstroke,100,,26.03,53.96
BALOG, Gabor,HUN,,,1990,long,olympics Rio 2016,,Backstroke,100,,26.18,54.08
REID, Christopher,RSA,,,1996,long,olympics Rio 2016,,Backstroke,100,,25.84,54.26
KAWECKI, Radoslaw,POL,,,1991,long,olympics Rio 2016,,Backstroke,100,,26.23,54.68
CHRISTOU, Apostolos,GRE,,,1996,long,olympics Rio 2016,,Backstroke,100,,25.62,54.68
ACEVEDO, Javier,CAN,,,1998,long,olympics Rio 2016,,Backstroke,100,,26.81,54.7
SABBIONI, Simone,ITA,,,1996,long,olympics Rio 2016,,Backstroke,100,,26.07,54.71
RAPSYS, Danas,LTU,,,1995,long,olympics Rio 2016,,Backstroke,100,,26.58,54.85
HOSSZU, Katinka,HUN,,,1989,long,olympics Rio 2016,,Backstroke,100,,28.84,58.45
BAKER, Kathleen S,USA,,,1997,long,olympics Rio 2016,,Backstroke,100,,28.28,58.75
FU, Yuanhui,CHN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.34,58.76
MASSE, Kylie,CAN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.56,58.76
NIELSEN, Mie OE.,DEN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.83,58.8
SMOLIGA, Olivia M,USA,,,1994,long,olympics Rio 2016,,Backstroke,100,,29.19,58.95
SEEBOHM, Emily,AUS,,,1992,long,olympics Rio 2016,,Backstroke,100,,28.23,59.19
WILSON, Madison,AUS,,,1994,long,olympics Rio 2016,,Backstroke,100,,28.89,59.23
BAKER, Kathleen S,USA,,,1997,long,olympics Rio 2016,,Backstroke,100,,28.48,58.84
HOSSZU, Katinka,HUN,,,1989,long,olympics Rio 2016,,Backstroke,100,,28.64,58.94
FU, Yuanhui,CHN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.77,58.95
WILSON, Madison,AUS,,,1994,long,olympics Rio 2016,,Backstroke,100,,28.82,59.03
MASSE, Kylie,CAN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.66,59.06
NIELSEN, Mie OE.,DEN,,,1996,long,olympics Rio 2016,,Backstroke,100,,29.07,59.18
SEEBOHM, Emily,AUS,,,1992,long,olympics Rio 2016,,Backstroke,100,,28.75,59.32
SMOLIGA, Olivia M,USA,,,1994,long,olympics Rio 2016,,Backstroke,100,,28.81,59.35
FESIKOVA, Anastasia,RUS,,,1990,long,olympics Rio 2016,,Backstroke,100,,28.86,59.68
DAVIES, Georgia,GBR,,,1990,long,olympics Rio 2016,,Backstroke,100,,29.11,59.85
COVENTRY, Kirsty,ZIM,,,1983,long,olympics Rio 2016,,Backstroke,100,,29.51,01:00.3
BOUCHARD, Dominique,CAN,,,1991,long,olympics Rio 2016,,Backstroke,100,,29.89,01:00.5
SAMARDZIC, Matea,CRO,,,1995,long,olympics Rio 2016,,Backstroke,100,,29.24,01:00.6
GUSTAFSDOTTIR, Eyglo Osk,ISL,,,1995,long,olympics Rio 2016,,Backstroke,100,,29.56,01:00.7
DA ROCHA MARCE, Duane,ESP,,,1988,long,olympics Rio 2016,,Backstroke,100,,29.72,01:00.8
WANG, Xueer,CHN,,,1998,long,olympics Rio 2016,,Backstroke,100,,29.32,01:01.4
BAKER, Kathleen S,USA,,,1997,long,olympics Rio 2016,,Backstroke,100,,28.29,58.84
SEEBOHM, Emily,AUS,,,1992,long,olympics Rio 2016,,Backstroke,100,,28.77,58.99
MASSE, Kylie,CAN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.46,59.07
NIELSEN, Mie OE.,DEN,,,1996,long,olympics Rio 2016,,Backstroke,100,,29.08,59.13
HOSSZU, Katinka,HUN,,,1989,long,olympics Rio 2016,,Backstroke,100,,29.01,59.13
SMOLIGA, Olivia M,USA,,,1994,long,olympics Rio 2016,,Backstroke,100,,28.94,59.6
DAVIES, Georgia,GBR,,,1990,long,olympics Rio 2016,,Backstroke,100,,29.44,59.86
WILSON, Madison,AUS,,,1994,long,olympics Rio 2016,,Backstroke,100,,29.33,59.92
FU, Yuanhui,CHN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.89,01:00.0
FESIKOVA, Anastasia,RUS,,,1990,long,olympics Rio 2016,,Backstroke,100,,29.1,01:00.0
COVENTRY, Kirsty,ZIM,,,1983,long,olympics Rio 2016,,Backstroke,100,,29.39,01:00.1
BOUCHARD, Dominique,CAN,,,1991,long,olympics Rio 2016,,Backstroke,100,,29.53,01:00.2
SAMARDZIC, Matea,CRO,,,1995,long,olympics Rio 2016,,Backstroke,100,,29.71,01:00.5
WANG, Xueer,CHN,,,1998,long,olympics Rio 2016,,Backstroke,100,,29.07,01:00.6
DA ROCHA MARCE, Duane,ESP,,,1988,long,olympics Rio 2016,,Backstroke,100,,29.37,01:00.9
GUSTAFSDOTTIR, Eyglo Osk,ISL,,,1995,long,olympics Rio 2016,,Backstroke,100,,29.93,01:00.9
KUBOVA (BAUMRTOVA), Simona,CZE,,,1991,long,olympics Rio 2016,,Backstroke,100,,29.94,01:01.1
TOUSSAINT, Kira,NED,,,1994,long,olympics Rio 2016,,Backstroke,100,,29.19,01:01.2
LAU, Claudia,HKG,,,1992,long,olympics Rio 2016,,Backstroke,100,,29.81,01:01.3
RUDENKO, Yekaterina,KAZ,,,1994,long,olympics Rio 2016,,Backstroke,100,,29.71,01:01.3
TCHORZ, Alicja,POL,,,1992,long,olympics Rio 2016,,Backstroke,100,,29.55,01:01.3
LISTOPADOVA, Katarina,SVK,,,1993,long,olympics Rio 2016,,Backstroke,100,,30.28,01:01.4
USTINOVA, Daria,RUS,,,1998,long,olympics Rio 2016,,Backstroke,100,,29.83,01:01.4
JALLOW, Mimosa,FIN,,,1994,long,olympics Rio 2016,,Backstroke,100,,29.6,01:01.6
MEDEIROS, Etiene,BRA,,,1991,long,olympics Rio 2016,,Backstroke,100,,29.44,01:01.7
SAKAI, Natsumi,JPN,,,2001,long,olympics Rio 2016,,Backstroke,100,,29.99,01:01.7
LAIRD, Alexus L,SEY,,,1993,long,olympics Rio 2016,,Backstroke,100,,29.58,01:03.3
RAHEEM, Kimiko Shihara,SRI,,,1999,long,olympics Rio 2016,,Backstroke,100,,30.49,01:04.2
BUTLER, Lara,CAY,,,1994,long,olympics Rio 2016,,Backstroke,100,,31.34,01:05.0
WATSON, Caylee,ISV,,,1994,long,olympics Rio 2016,,Backstroke,100,,31.71,01:07.2
SINGH, Gaurika,NEP,,,2002,long,olympics Rio 2016,,Backstroke,100,,32.42,01:08.4
AFOA, Evelina,SAM,,,1998,long,olympics Rio 2016,,Backstroke,100,,32.24,01:08.7
LANOE, Talisa,KEN,,,1994,long,olympics Rio 2016,,Backstroke,100,,33.65,01:10.0
ZEQIRI, Rita,KOS,,,1995,long,olympics Rio 2016,,Backstroke,100,,34.33,01:12.3
NIELSEN, Mie OE.,DEN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.76,58.75
MASSE, Kylie,CAN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.66,58.77
SEEBOHM, Emily,AUS,,,1992,long,olympics Rio 2016,,Backstroke,100,,28.75,58.83
BAKER, Kathleen S,USA,,,1997,long,olympics Rio 2016,,Backstroke,100,,28.58,59
DAVIES, Georgia,GBR,,,1990,long,olympics Rio 2016,,Backstroke,100,,28.99,59.43
FESIKOVA, Anastasia,RUS,,,1990,long,olympics Rio 2016,,Backstroke,100,,29.02,59.49
FU, Yuanhui,CHN,,,1996,long,olympics Rio 2016,,Backstroke,100,,29.16,59.53
ZOFKOVA, Carlotta,ITA,,,1993,long,olympics Rio 2016,,Backstroke,100,,29.97,01:01.3
MASSE, Kylie,CAN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.31,58.66
FU, Yuanhui,CHN,,,1996,long,olympics Rio 2016,,Backstroke,100,,28.85,59.2
DAVIES, Georgia,GBR,,,1990,long,olympics Rio 2016,,Backstroke,100,,28.89,59.35
WILSON, Madison,AUS,,,1994,long,olympics Rio 2016,,Backstroke,100,,28.63,59.38
NIELSEN, Mie OE.,DEN,,,1996,long,olympics Rio 2016,,Backstroke,100,,29.01,59.48
SMOLIGA, Olivia M,USA,,,1994,long,olympics Rio 2016,,Backstroke,100,,28.98,59.57
FESIKOVA, Anastasia,RUS,,,1990,long,olympics Rio 2016,,Backstroke,100,,29.09,01:00.2
JALLOW, Mimosa,FIN,,,1994,long,olympics Rio 2016,,Backstroke,100,,29.51,01:01.0
